userid,createdAt,totalItems,totalPrice,cartStatus
15882,2022-03-26:14:51:24,815,6652.65,delivered
15883,2021-01-05:10:54:43,112,1850.41,delivered
15884,2022-09-01:06:46:09,715,9816.56,shipped
15885,2021-09-12:07:43:27,800,9887.56,cancelled
15886,2021-10-05:11:42:56,534,4921.88,delivered
15887,2021-04-30:10:00:37,1000,452.2,pending
15888,2022-01-04:17:35:37,711,2904.89,shipped
15889,2022-05-02:10:48:01,540,9039.67,processing
15890,2022-02-15:04:05:10,866,7584.74,cancelled
15891,2020-09-16:16:16:54,13,880.56,delivered
15892,2020-06-23:11:54:44,307,3627.15,pending
15893,2020-04-15:18:00:50,418,1440.54,delivered
15894,2022-12-12:12:05:36,497,7829.32,shipped
15895,2021-05-14:13:31:05,936,519.41,shipped
15896,2022-06-15:11:41:37,99,8263.69,pending
15897,2021-11-06:08:51:51,392,8475.98,cancelled
15898,2021-05-18:08:34:46,567,3367.25,cancelled
15899,2022-12-10:01:46:49,515,7312.15,shipped
15900,2020-08-24:17:22:18,581,2117.7,pending
15901,2022-09-25:12:07:39,528,7880.43,shipped
15902,2022-08-03:13:16:12,416,8167.0,shipped
15903,2022-12-17:02:21:57,800,4840.13,cancelled
15904,2021-01-13:18:22:48,940,3233.1,pending
15905,2021-06-04:23:46:14,224,8258.59,shipped
15906,2022-10-14:22:38:50,348,3637.99,pending
15907,2022-05-09:01:31:14,29,3429.42,processing
15908,2021-11-17:05:28:02,355,3173.75,delivered
15909,2022-12-08:11:13:58,126,228.26,delivered
15910,2021-06-08:18:20:46,503,3974.01,shipped
15911,2022-12-08:13:40:42,769,3651.65,delivered
15912,2021-06-14:14:30:18,209,7597.79,pending
15913,2022-08-13:08:49:33,646,1840.63,shipped
15914,2020-03-16:09:49:00,826,1151.38,cancelled
15915,2020-09-30:16:13:12,434,7634.46,processing
15916,2021-05-08:08:38:55,106,3374.68,pending
15917,2020-08-22:23:56:08,842,232.22,shipped
15918,2022-11-03:13:06:50,226,6853.88,cancelled
15919,2021-05-04:18:14:38,828,91.6,delivered
15920,2021-12-03:05:47:28,363,4913.79,processing
15921,2022-02-06:23:20:00,248,7522.0,delivered
15922,2020-09-17:19:17:36,889,377.26,processing
15923,2022-03-01:06:39:41,557,7404.28,delivered
15924,2020-10-05:00:16:46,308,313.78,processing
15925,2021-09-07:09:45:53,719,8009.43,pending
15926,2022-07-15:18:14:54,117,4608.07,processing
15927,2022-04-08:21:14:42,150,4767.15,shipped
15928,2022-12-20:19:42:38,892,422.08,delivered
15929,2020-01-09:00:41:39,36,1256.76,shipped
15930,2020-12-24:10:44:07,363,5667.16,shipped
15931,2021-11-01:16:44:57,247,4905.68,shipped
15932,2022-03-05:18:22:43,714,9308.76,processing
15933,2021-06-19:12:33:13,288,364.62,cancelled
15934,2021-08-21:11:58:29,166,6992.26,delivered
15935,2021-05-02:09:07:01,1,1899.53,shipped
15936,2022-02-10:15:05:20,37,2976.97,pending
15937,2020-06-06:08:10:54,202,8118.0,shipped
15938,2022-01-08:23:39:51,544,4446.03,cancelled
15939,2021-08-12:15:40:39,547,6237.19,processing
15940,2021-09-20:18:21:08,570,9479.23,shipped
15941,2020-12-30:02:30:35,178,6026.85,shipped
15942,2021-09-30:21:25:03,166,2679.37,delivered
15943,2022-07-31:16:32:35,117,8711.6,cancelled
15944,2021-02-10:15:52:19,350,5196.89,cancelled
15945,2021-11-10:20:34:35,256,1388.53,delivered
15946,2021-02-01:10:12:46,598,8680.13,delivered
15947,2021-08-24:20:25:32,821,5154.36,shipped
15948,2022-01-10:09:34:24,521,2118.3,shipped
15949,2022-06-30:21:03:53,876,2067.06,pending
15950,2020-08-30:23:09:43,415,4868.64,delivered
15951,2020-02-04:23:22:07,736,7865.32,pending
15952,2020-02-09:03:10:03,417,5636.56,pending
15953,2021-03-24:14:22:24,510,8012.38,delivered
15954,2020-10-05:01:05:09,760,5653.47,shipped
15955,2020-04-26:14:35:44,513,8496.35,pending
15956,2022-05-08:13:22:20,89,9182.47,processing
15957,2021-12-18:23:08:40,320,607.69,delivered
15958,2022-08-09:16:37:35,411,3849.04,processing
15959,2020-05-12:15:44:45,421,7583.58,processing
15960,2022-09-16:07:48:57,822,8054.0,pending
15961,2020-02-16:11:35:19,79,8098.08,processing
15962,2021-05-11:10:44:23,605,3273.46,processing
15963,2022-07-31:22:01:09,695,4774.14,processing
15964,2022-02-15:13:53:31,898,3206.75,delivered
15965,2022-05-17:03:36:28,841,8663.49,processing
15966,2022-08-22:01:32:39,533,4008.95,delivered
15967,2022-04-21:02:21:56,200,8059.37,cancelled
15968,2022-11-05:12:48:10,183,7765.37,pending
15969,2022-12-10:12:23:48,418,8339.8,cancelled
15970,2020-05-25:18:32:10,114,1769.89,delivered
15971,2020-06-27:23:37:40,202,6274.74,pending
15972,2022-01-31:02:06:07,366,664.74,shipped
15973,2022-04-08:12:34:07,41,9601.56,processing
15974,2021-02-08:05:18:23,457,5130.38,processing
15975,2020-01-08:05:45:25,27,2752.04,shipped
15976,2021-08-11:14:21:24,373,9099.8,pending
15977,2022-05-21:11:56:22,136,9353.38,processing
15978,2022-09-16:05:43:18,556,7356.83,pending
15979,2020-08-18:03:19:59,523,756.92,shipped
15980,2021-07-15:07:42:18,469,3513.38,cancelled
15981,2022-08-30:15:13:33,543,6878.15,pending
15982,2022-07-25:03:06:07,933,373.06,shipped
15983,2022-11-14:02:02:08,245,4691.32,delivered
15984,2021-03-14:09:06:48,106,6011.13,cancelled
15985,2021-01-23:13:01:35,981,4532.75,delivered
15986,2021-01-18:23:20:21,875,5013.31,cancelled
15987,2021-08-07:18:03:28,672,1230.84,shipped
15988,2021-04-15:07:37:43,133,8370.85,processing
15989,2021-01-04:13:18:17,402,7546.43,shipped
15990,2021-07-17:19:07:56,587,5446.12,pending
15991,2021-06-12:04:39:25,304,7098.36,processing
15992,2022-04-20:23:56:22,824,8202.75,processing
15993,2020-07-25:16:46:57,745,5927.97,cancelled
15994,2021-01-24:09:49:29,351,2956.31,delivered
15995,2020-07-22:12:43:04,657,4756.18,processing
15996,2022-06-25:21:49:39,401,8670.14,processing
15997,2020-02-19:12:00:13,237,5437.2,processing
15998,2021-11-18:20:01:45,671,4788.09,delivered
15999,2020-09-27:05:14:50,432,9367.1,shipped
16000,2022-03-31:23:21:48,772,9862.3,processing
16001,2022-10-14:14:22:46,270,7187.86,delivered
16002,2020-10-28:15:04:46,695,5071.18,cancelled
16003,2021-12-09:07:57:42,403,7645.88,cancelled
16004,2020-10-08:01:13:21,558,1266.84,delivered
16005,2022-10-07:17:54:17,245,2706.36,pending
16006,2020-04-20:00:20:04,744,574.91,processing
16007,2022-12-12:11:49:16,862,3220.27,processing
16008,2021-07-10:12:05:31,36,8148.3,cancelled
16009,2020-04-11:23:03:12,244,6794.4,delivered
16010,2021-11-19:14:43:27,310,9029.95,shipped
16011,2022-01-02:00:28:26,839,1969.21,cancelled
16012,2020-05-20:18:05:08,919,1062.35,pending
16013,2022-09-17:08:51:44,191,3963.59,delivered
16014,2020-11-02:22:12:59,769,3478.24,shipped
16015,2022-03-31:11:48:08,765,6553.02,pending
16016,2020-08-31:10:12:54,126,7.94,processing
16017,2021-09-21:16:17:37,909,3581.03,pending
16018,2022-06-23:19:21:52,574,4764.71,processing
16019,2020-02-25:22:58:39,550,5026.09,cancelled
16020,2021-05-23:01:38:41,165,7487.85,pending
16021,2021-02-23:20:52:24,787,7130.14,cancelled
16022,2022-10-01:12:22:59,825,7754.03,cancelled
16023,2021-03-06:17:11:37,964,270.5,shipped
16024,2020-08-26:17:26:36,81,2020.21,cancelled
16025,2020-09-01:20:56:29,452,2285.67,delivered
16026,2020-08-09:10:26:50,916,2688.15,delivered
16027,2022-02-28:04:29:10,701,2113.89,cancelled
16028,2022-05-28:10:07:11,394,8861.29,pending
16029,2021-01-18:05:01:01,614,8592.04,delivered
16030,2022-11-08:11:13:30,187,2102.7,shipped
16031,2022-10-30:06:07:43,922,2026.98,shipped
16032,2021-04-01:12:25:23,789,9651.9,processing
16033,2022-12-01:07:10:25,148,2132.23,pending
16034,2020-08-10:00:46:43,398,3684.96,delivered
16035,2020-06-23:15:11:17,117,9137.4,delivered
16036,2020-06-11:01:18:11,740,645.34,delivered
16037,2020-08-09:18:11:12,466,826.46,cancelled
16038,2020-11-30:13:12:32,753,3251.54,cancelled
16039,2020-08-25:07:54:27,45,5259.29,shipped
16040,2020-10-23:19:16:34,562,1657.24,pending
16041,2022-08-24:05:18:54,346,7992.45,delivered
16042,2022-12-16:08:42:29,852,4984.32,processing
16043,2022-03-07:05:38:16,812,6375.06,shipped
16044,2022-12-05:22:25:27,935,7303.56,pending
16045,2022-10-05:10:27:53,332,5981.2,pending
16046,2022-05-15:06:06:23,793,6392.6,pending
16047,2021-02-15:15:00:39,120,7113.14,shipped
16048,2021-11-07:04:01:35,174,215.13,cancelled
16049,2020-11-04:20:55:46,683,4562.1,delivered
16050,2022-04-25:16:46:24,862,5662.82,delivered
16051,2020-06-20:06:58:15,4,2576.19,shipped
16052,2021-03-08:05:59:25,965,485.6,processing
16053,2021-10-08:00:09:08,408,3105.15,cancelled
16054,2021-11-24:02:44:46,144,9867.15,cancelled
16055,2020-07-03:17:10:17,84,8796.01,delivered
16056,2020-07-13:22:16:41,137,9054.01,processing
16057,2021-01-17:12:43:34,986,6991.19,delivered
16058,2021-07-18:15:58:44,988,4807.11,pending
16059,2022-02-07:22:04:14,460,9245.48,cancelled
16060,2020-10-07:06:08:08,818,2541.48,shipped
16061,2021-11-30:15:25:16,435,4972.28,cancelled
16062,2022-07-26:09:02:18,290,4681.08,shipped
16063,2021-07-01:18:35:47,116,8150.88,cancelled
16064,2021-08-02:03:50:04,44,6920.55,delivered
16065,2022-01-16:20:04:17,248,8711.61,processing
16066,2022-08-16:09:28:57,516,7478.14,delivered
16067,2022-11-11:06:38:05,700,2518.19,cancelled
16068,2021-08-10:18:09:10,760,651.37,delivered
16069,2022-06-15:20:54:43,906,5184.47,pending
16070,2022-06-12:12:04:23,506,5556.18,delivered
16071,2020-02-08:11:41:43,126,4137.02,pending
16072,2021-01-17:03:36:34,740,8203.08,pending
16073,2020-06-12:23:13:33,455,1089.59,cancelled
16074,2022-03-21:22:01:14,160,2886.95,processing
16075,2020-01-15:04:16:37,78,3765.78,processing
16076,2021-05-17:18:59:20,141,5730.76,pending
16077,2022-07-12:21:13:07,110,8442.9,shipped
16078,2022-01-21:01:56:21,769,2609.66,pending
16079,2022-04-16:20:42:26,20,5935.08,pending
16080,2022-11-25:04:51:18,168,7392.6,cancelled
16081,2021-08-13:17:45:53,531,8543.31,cancelled
16082,2022-01-20:01:37:32,272,2246.98,processing
16083,2021-04-20:19:24:21,378,6000.26,cancelled
16084,2021-10-03:14:57:06,667,5919.69,processing
16085,2020-07-15:22:24:39,407,4846.99,processing
16086,2020-03-19:20:34:09,159,1922.92,pending
16087,2022-01-05:13:16:34,338,9471.87,pending
16088,2021-11-01:03:57:20,551,459.37,processing
16089,2020-11-13:00:52:48,648,7570.52,pending
16090,2020-05-14:13:52:34,1,4996.3,shipped
16091,2021-12-22:02:19:04,862,3234.0,shipped
16092,2022-06-11:19:05:42,934,5906.67,cancelled
16093,2021-03-25:23:53:44,565,7546.52,pending
16094,2022-02-05:12:11:03,484,7304.78,pending
16095,2021-03-08:18:39:30,224,142.73,cancelled
16096,2022-07-10:15:31:22,784,8058.83,delivered
16097,2020-03-23:17:56:03,551,424.88,pending
16098,2021-04-25:21:09:24,918,8310.5,shipped
16099,2022-07-12:20:27:20,503,7284.16,delivered
16100,2022-05-10:04:10:18,78,1308.43,pending
16101,2022-05-14:22:37:57,835,437.08,processing
16102,2020-11-02:22:10:13,919,4206.24,cancelled
16103,2021-12-19:13:30:18,921,8252.51,delivered
16104,2022-01-24:04:11:33,246,7338.28,pending
16105,2022-12-12:18:50:12,423,1392.5,processing
16106,2020-07-10:20:19:25,416,3605.0,cancelled
16107,2022-08-11:03:14:37,434,8798.84,processing
16108,2021-05-18:17:30:22,964,7668.4,shipped
16109,2022-04-01:08:45:18,448,1712.01,cancelled
16110,2021-08-19:11:51:59,537,9684.04,shipped
16111,2021-08-22:18:09:04,686,8991.39,pending
16112,2020-02-29:08:34:39,315,8202.16,delivered
16113,2021-10-31:10:47:10,273,4940.18,shipped
16114,2020-12-21:04:12:06,377,1358.73,cancelled
16115,2022-04-24:22:26:03,274,6726.34,delivered
16116,2022-03-14:08:16:43,208,5872.13,processing
16117,2021-01-15:12:00:23,922,716.67,pending
16118,2022-10-28:08:27:28,715,7902.48,processing
16119,2021-03-10:15:35:02,294,410.87,processing
16120,2022-10-09:14:12:42,160,5822.74,pending
16121,2021-06-22:03:38:13,141,8172.06,pending
16122,2021-02-06:14:06:41,63,5060.92,shipped
16123,2021-07-05:10:19:04,26,845.96,pending
16124,2022-04-28:02:18:30,570,8165.91,delivered
16125,2020-06-12:12:30:10,632,9977.1,cancelled
16126,2020-12-04:11:14:20,336,606.85,processing
16127,2020-03-25:06:24:54,199,4796.82,delivered
16128,2021-05-26:19:02:56,839,9747.82,shipped
16129,2022-11-08:01:41:24,407,8630.16,delivered
16130,2021-09-08:22:34:29,489,3228.17,shipped
16131,2020-10-23:02:47:18,929,7681.01,pending
16132,2022-02-27:21:43:49,220,336.7,processing
16133,2021-10-19:03:03:37,215,3453.87,cancelled
16134,2020-10-06:20:18:43,791,8327.81,delivered
16135,2022-06-05:13:30:26,308,1632.64,shipped
16136,2020-03-10:21:42:31,366,4632.4,cancelled
16137,2022-01-15:07:15:49,913,5884.5,processing
16138,2020-07-19:22:33:05,141,9819.58,cancelled
16139,2021-11-30:17:22:34,341,3391.23,delivered
16140,2020-01-12:19:29:03,871,8370.63,pending
16141,2020-07-25:17:18:34,495,7085.19,cancelled
16142,2020-03-03:11:04:20,289,6807.9,delivered
16143,2020-12-08:02:17:42,457,4611.18,processing
16144,2020-02-28:02:29:38,848,3295.16,shipped
16145,2021-08-07:17:11:05,473,1189.51,delivered
16146,2021-12-28:16:53:59,767,211.96,pending
16147,2021-11-23:23:29:42,310,2248.11,processing
16148,2020-12-07:01:52:30,482,7306.73,processing
16149,2022-02-12:14:25:41,972,8614.88,pending
16150,2020-11-27:20:07:06,177,3892.44,processing
16151,2020-05-26:10:00:12,258,9206.77,shipped
16152,2021-04-24:21:35:49,685,8640.8,pending
16153,2021-01-02:19:39:40,457,3585.95,processing
16154,2022-01-13:17:06:06,749,6138.74,delivered
16155,2021-07-14:10:30:48,902,1278.78,shipped
16156,2021-05-01:01:45:26,875,9981.56,shipped
16157,2021-06-05:14:22:31,113,8592.33,shipped
16158,2022-05-01:09:21:48,473,708.69,cancelled
16159,2021-09-06:16:01:17,867,2009.29,pending
16160,2022-09-14:07:51:33,472,3536.0,processing
16161,2022-09-10:04:16:35,270,2287.73,cancelled
16162,2022-09-13:07:31:43,664,198.32,processing
16163,2021-11-06:21:36:13,680,4369.49,cancelled
16164,2021-04-30:18:43:03,684,3552.01,shipped
16165,2022-11-08:00:31:21,820,7373.83,delivered
16166,2021-06-08:13:40:04,694,4800.87,processing
16167,2021-09-27:20:09:56,564,7310.06,pending
16168,2022-05-03:14:29:27,548,965.73,cancelled
16169,2022-01-07:08:16:44,1000,3352.66,pending
16170,2021-02-03:06:49:06,928,1909.51,delivered
16171,2021-01-12:10:48:53,627,6070.44,pending
16172,2021-03-12:21:28:11,9,1220.56,processing
16173,2021-04-09:13:41:31,934,3258.81,delivered
16174,2021-01-06:03:42:19,388,3444.06,cancelled
16175,2021-07-23:15:01:00,937,5731.78,cancelled
16176,2022-10-22:06:40:52,736,6961.66,processing
16177,2022-01-31:10:54:12,261,8766.52,cancelled
16178,2020-02-16:20:06:22,209,3603.34,processing
16179,2021-10-14:18:04:10,882,9150.92,pending
16180,2022-07-17:11:05:13,593,5110.37,pending
16181,2022-09-30:10:14:00,166,4813.32,delivered
16182,2021-06-06:06:52:43,589,1620.58,delivered
16183,2020-08-07:07:55:59,623,5459.5,pending
16184,2021-10-01:14:46:28,607,9146.39,pending
16185,2022-09-17:10:42:11,657,6882.05,processing
16186,2020-05-10:23:54:55,837,729.38,shipped
16187,2021-05-08:22:48:57,311,4628.65,pending
16188,2021-09-06:03:10:53,146,339.51,cancelled
16189,2022-01-16:01:39:11,555,1864.21,cancelled
16190,2022-10-31:22:39:33,673,1417.92,shipped
16191,2020-08-21:02:05:51,767,106.08,processing
16192,2020-11-14:03:20:54,751,7449.1,pending
16193,2022-11-29:17:02:19,570,3608.71,cancelled
16194,2022-02-18:10:56:10,306,4863.22,delivered
16195,2021-06-11:13:46:00,607,119.25,delivered
16196,2022-09-09:08:05:15,567,7927.42,processing
16197,2021-08-29:04:06:04,419,4199.46,cancelled
16198,2020-03-01:22:16:48,213,1900.36,pending
16199,2022-11-27:20:25:45,152,9288.73,delivered
16200,2021-12-29:01:24:33,528,1653.5,delivered
16201,2021-01-25:02:20:26,334,3270.21,processing
16202,2020-03-11:05:01:11,65,6312.47,processing
16203,2022-06-30:04:54:34,439,4031.26,cancelled
16204,2020-04-01:19:37:49,564,9502.81,pending
16205,2021-11-13:01:00:17,464,4761.09,pending
16206,2020-07-27:01:02:44,547,9396.33,cancelled
16207,2020-12-13:10:36:42,281,8738.18,cancelled
16208,2020-03-27:02:54:13,933,8024.74,pending
16209,2021-06-09:08:24:57,48,8784.92,shipped
16210,2022-09-03:16:20:54,579,5764.77,cancelled
16211,2021-07-01:18:03:09,759,7069.34,delivered
16212,2022-04-24:07:34:19,338,3651.21,processing
16213,2022-06-08:04:55:11,905,9612.87,cancelled
16214,2022-10-09:13:43:41,384,7406.16,pending
16215,2020-01-15:01:31:13,392,5671.34,cancelled
16216,2021-09-09:14:05:23,515,373.29,pending
16217,2020-08-18:16:59:56,500,3755.68,delivered
16218,2021-12-03:17:42:42,428,3805.39,pending
16219,2021-05-04:03:00:32,291,3330.89,cancelled
16220,2021-12-13:20:59:52,702,4937.5,delivered
16221,2021-10-16:21:31:09,323,2975.33,delivered
16222,2021-01-13:07:43:22,718,4165.21,delivered
16223,2020-10-19:03:20:05,41,5947.76,processing
16224,2022-07-06:19:53:23,63,7205.63,pending
16225,2020-12-15:11:14:35,907,2757.0,pending
16226,2022-05-08:14:45:47,350,244.35,delivered
16227,2022-06-22:05:51:32,422,164.46,delivered
16228,2022-05-26:17:07:21,704,6412.72,shipped
16229,2021-05-14:08:27:29,958,1808.08,pending
16230,2020-01-04:00:51:25,413,3809.4,shipped
16231,2022-05-22:23:15:03,87,9648.04,shipped
16232,2021-03-24:09:51:32,802,386.78,delivered
16233,2022-01-12:14:03:23,168,257.75,shipped
16234,2021-01-30:11:51:39,644,5352.07,delivered
16235,2020-06-09:06:24:35,763,2024.19,pending
16236,2020-04-27:13:54:14,684,6872.2,cancelled
16237,2020-12-03:17:27:02,200,6218.88,cancelled
16238,2022-09-24:03:56:14,229,9755.87,pending
16239,2022-05-31:14:25:32,11,3093.22,processing
16240,2022-07-21:22:48:51,642,4366.36,delivered
16241,2020-12-15:11:18:12,656,7878.18,pending
16242,2021-05-18:08:47:26,158,6016.73,processing
16243,2020-01-07:08:38:49,492,805.04,pending
16244,2021-02-28:16:05:44,898,9506.9,delivered
16245,2022-04-03:20:18:18,585,8505.21,pending
16246,2020-10-23:01:13:40,687,380.2,delivered
16247,2021-08-21:23:33:27,879,1941.44,pending
16248,2020-12-31:10:20:23,925,3994.97,shipped
16249,2020-02-07:13:03:00,615,7423.7,cancelled
16250,2021-09-12:00:23:01,332,3412.59,processing
16251,2021-10-08:17:18:08,588,3938.38,processing
16252,2021-10-15:13:39:06,376,4218.34,cancelled
16253,2022-02-03:16:30:21,897,4538.09,cancelled
16254,2021-02-24:13:12:39,559,243.15,processing
16255,2020-12-15:11:14:49,288,6214.49,cancelled
16256,2022-01-26:00:50:49,507,1407.59,shipped
16257,2020-03-04:19:14:52,801,2306.15,shipped
16258,2022-10-06:02:43:34,380,6883.85,processing
16259,2022-10-04:18:40:58,384,9006.55,processing
16260,2021-12-21:05:24:31,964,8603.37,shipped
16261,2021-03-20:17:18:04,56,2249.11,pending
16262,2021-07-05:01:28:06,481,4675.12,pending
16263,2022-01-28:11:25:42,406,7031.48,pending
16264,2020-11-06:22:28:14,508,2963.68,shipped
16265,2022-11-25:23:29:31,374,5417.38,shipped
16266,2021-11-03:22:27:24,289,9293.67,cancelled
16267,2022-07-10:00:32:14,105,4758.18,shipped
16268,2022-05-10:06:46:32,30,8205.0,processing
16269,2020-05-25:05:56:48,466,298.11,shipped
16270,2020-12-06:17:40:43,48,7056.29,cancelled
16271,2022-08-24:08:16:02,815,631.52,shipped
16272,2021-07-09:03:41:23,622,7770.33,delivered
16273,2021-03-19:15:01:39,425,8231.18,pending
16274,2022-12-12:12:16:44,769,7996.96,delivered
16275,2020-11-11:22:56:33,661,4189.77,shipped
16276,2021-07-19:08:51:55,101,1611.3,processing
16277,2020-08-20:00:32:32,665,5390.78,shipped
16278,2020-02-16:04:25:25,221,7127.83,processing
16279,2020-07-26:17:31:25,354,9571.6,shipped
16280,2022-05-23:09:36:31,443,6192.44,pending
16281,2020-05-12:07:48:28,105,3494.57,pending
16282,2020-06-24:00:32:54,433,6462.33,delivered
16283,2021-05-26:23:04:07,398,5727.61,shipped
16284,2022-05-17:10:26:40,58,4646.33,delivered
16285,2020-01-18:03:49:01,414,932.89,delivered
16286,2020-03-11:04:45:03,624,9071.26,delivered
16287,2020-12-25:12:34:36,823,6621.5,processing
16288,2022-03-09:19:04:21,712,242.96,cancelled
16289,2020-01-13:15:06:24,245,1589.42,shipped
16290,2020-03-25:04:26:28,601,2742.86,shipped
16291,2020-07-05:13:51:05,430,2977.56,cancelled
16292,2022-01-19:08:43:08,421,8048.67,shipped
16293,2021-05-16:07:39:23,612,1217.74,cancelled
16294,2021-03-31:15:28:27,33,3623.79,pending
16295,2022-10-27:00:25:18,756,9558.66,shipped
16296,2022-02-04:23:45:22,483,2634.37,cancelled
16297,2020-01-19:07:22:49,249,3701.83,delivered
16298,2022-03-26:01:18:29,365,7129.06,cancelled
16299,2020-06-11:12:16:01,53,7070.25,delivered
16300,2021-03-22:18:05:27,843,9147.88,processing
16301,2021-03-11:02:07:15,722,944.73,processing
16302,2020-08-23:03:01:03,821,5217.38,shipped
16303,2022-06-19:21:35:32,226,2921.81,cancelled
16304,2020-10-21:16:19:53,150,3065.57,cancelled
16305,2020-11-12:08:37:48,821,5611.89,processing
16306,2020-05-25:14:14:43,96,7974.07,pending
16307,2020-08-28:19:03:09,597,9131.5,delivered
16308,2022-04-13:22:21:10,530,3088.97,processing
16309,2021-03-22:22:53:28,325,6307.88,delivered
16310,2022-06-12:09:33:40,772,1208.47,shipped
16311,2021-09-02:17:10:43,639,6945.5,delivered
16312,2020-06-27:01:04:31,418,2972.15,delivered
16313,2020-02-22:17:13:02,899,9102.67,shipped
16314,2022-05-21:14:43:18,984,9705.51,cancelled
16315,2021-02-11:18:47:09,856,83.63,delivered
16316,2021-04-14:18:56:34,870,6445.39,processing
16317,2021-03-08:06:42:43,515,9536.13,cancelled
16318,2020-02-23:18:04:06,20,6912.05,shipped
16319,2020-01-26:16:54:12,459,9011.66,processing
16320,2020-01-06:08:09:49,377,8837.23,shipped
16321,2022-02-10:10:42:54,614,9701.54,shipped
16322,2022-12-03:13:06:00,474,5473.61,pending
16323,2021-07-16:12:53:46,582,4211.5,cancelled
16324,2020-02-21:21:17:11,407,4440.56,pending
16325,2021-07-04:11:27:27,555,415.97,shipped
16326,2021-03-07:18:08:53,731,3081.34,processing
16327,2020-03-03:23:22:02,850,6358.4,cancelled
16328,2022-11-18:17:31:52,548,5837.93,pending
16329,2020-02-17:18:18:37,237,1945.4,shipped
16330,2021-01-18:11:38:24,662,8404.27,delivered
16331,2022-12-02:08:30:37,15,9746.42,shipped
16332,2022-09-05:12:03:05,356,9843.38,pending
16333,2022-11-07:03:24:33,243,4699.89,cancelled
16334,2021-06-07:14:41:27,313,8831.33,delivered
16335,2020-11-01:17:25:21,783,6952.58,shipped
16336,2020-02-19:10:05:34,871,7573.59,cancelled
16337,2022-02-13:09:37:13,138,8955.66,processing
16338,2022-09-21:11:49:14,704,5525.27,processing
16339,2021-09-05:07:20:03,769,2394.16,delivered
16340,2020-04-20:06:42:49,84,9149.99,shipped
16341,2020-10-24:13:55:40,149,4899.98,shipped
16342,2020-07-19:12:21:41,443,6877.76,delivered
16343,2022-09-23:02:09:49,431,6913.51,cancelled
16344,2022-01-23:15:21:13,684,5681.18,processing
16345,2021-01-22:20:59:23,579,4222.3,delivered
16346,2020-09-18:05:56:25,997,4708.34,cancelled
16347,2021-05-18:17:21:23,157,2177.94,processing
16348,2022-06-08:15:36:59,956,8719.02,cancelled
16349,2022-06-30:15:02:45,965,8908.15,cancelled
16350,2020-01-30:21:41:58,543,7665.97,shipped
16351,2020-06-04:04:26:36,420,7277.95,cancelled
16352,2021-12-02:19:37:18,868,5889.77,processing
16353,2021-12-31:22:36:29,408,3335.66,pending
16354,2021-04-03:13:30:44,207,5253.99,pending
16355,2021-11-22:01:50:58,303,578.51,cancelled
16356,2022-06-28:00:52:51,284,4537.78,shipped
16357,2022-06-28:21:10:23,323,1081.48,processing
16358,2022-05-22:02:22:44,312,2846.92,processing
16359,2020-10-28:03:13:39,428,8242.84,pending
16360,2022-05-13:01:21:09,42,1864.12,delivered
16361,2022-11-29:23:50:52,978,3200.22,delivered
16362,2021-03-24:11:57:10,111,7120.27,pending
16363,2020-07-20:11:46:42,485,6545.48,cancelled
16364,2020-09-05:15:29:53,927,6717.38,delivered
16365,2022-08-17:10:54:53,46,7179.94,shipped
16366,2021-03-08:03:27:43,95,9750.67,cancelled
16367,2022-09-14:06:44:04,771,3009.73,processing
16368,2022-06-11:15:39:23,976,4652.76,pending
16369,2020-07-03:00:29:59,781,2747.06,shipped
16370,2020-02-12:12:54:02,112,426.3,delivered
16371,2021-10-31:08:19:08,773,2818.19,shipped
16372,2021-01-21:21:31:21,732,1038.25,cancelled
16373,2020-10-18:14:02:13,500,1810.72,delivered
16374,2022-07-29:15:49:52,265,647.54,processing
16375,2022-01-18:17:10:18,580,9856.51,shipped
16376,2022-06-09:11:29:03,793,2885.24,processing
16377,2021-01-22:01:35:03,207,4014.34,pending
16378,2021-11-28:06:10:40,510,5233.53,pending
16379,2021-12-15:15:57:16,338,4540.64,processing
16380,2021-03-08:15:40:01,942,6810.99,processing
16381,2020-12-04:03:21:27,996,706.54,pending
16382,2020-03-24:02:07:57,769,7231.28,pending
16383,2020-08-17:09:51:38,558,1784.37,shipped
16384,2020-06-19:15:09:25,575,126.75,cancelled
16385,2021-08-21:21:59:14,351,4773.89,shipped
16386,2022-09-16:09:02:56,468,1945.96,shipped
16387,2021-03-10:18:05:24,113,6043.72,processing
16388,2022-06-16:14:02:01,32,2715.92,processing
16389,2022-04-28:17:56:14,869,1034.25,pending
16390,2021-12-17:17:37:07,778,8361.32,delivered
16391,2022-02-23:21:44:05,416,7522.93,shipped
16392,2021-08-27:09:51:48,239,3302.87,delivered
16393,2021-04-12:03:21:36,709,6770.33,cancelled
16394,2020-02-01:06:59:14,28,8769.55,pending
16395,2022-07-23:03:33:47,400,1974.58,pending
16396,2021-12-08:22:00:49,506,7369.05,processing
16397,2020-09-02:02:41:19,533,7165.13,delivered
16398,2020-09-05:19:53:29,357,1321.74,processing
16399,2021-11-25:13:48:34,211,8320.02,cancelled
16400,2022-04-02:19:33:58,845,9855.84,shipped
16401,2020-10-29:19:26:17,385,8761.64,processing
16402,2021-03-25:19:29:46,229,1293.27,cancelled
16403,2022-08-25:13:54:27,281,2160.01,delivered
16404,2022-02-27:21:26:39,865,6260.94,delivered
