code,description,startDate,endDate,promotionDiscount
XLY2EPXF,Seasonal special,02-06-2021,29-07-2021,0.3
CMRK2BIA,Clearance blowout,20-11-2022,27-11-2022,0.2
JYEGNH8P,Members-only offer,15-12-2020,18-01-2021,0.5
CSTCNG8O,Clearance blowout,03-04-2021,25-04-2021,0.8
EYGAVWWI,Free shipping offer,27-07-2024,02-08-2024,0.7
OW1SIOUL,Flash sale items,27-04-2020,30-05-2020,0.6
D85GFWO6,Limited-time deal,12-07-2021,06-08-2021,0.6
MK36QWZ8,Weekend promotion,27-07-2024,17-08-2024,0.4
PJ4HFQ36,Buy One Get One,28-08-2024,24-10-2024,0.5
YWLPZAGI,Buy One Get One,12-12-2023,10-01-2024,0.2
DNZZKLN0,First-order discount,13-12-2024,08-02-2025,0.5
H49CMQRV,Weekend promotion,17-02-2025,18-03-2025,0.5
ZJVFCPV4,Weekend promotion,31-01-2024,06-03-2024,0.5
CEU2V19B,First-order discount,13-02-2023,09-03-2023,0.7
7QHJ8TNJ,Members-only offer,12-06-2020,16-07-2020,0.2
KGWR37W9,Clearance blowout,24-04-2023,14-06-2023,0.4
DUIKDPDX,Seasonal special,24-11-2020,06-01-2021,0.4
SFV2W0PS,Buy One Get One,21-01-2023,03-02-2023,0.6
0H5VG627,Clearance blowout,19-11-2023,17-12-2023,0.4
PV6B454C,Friend referral bonus,24-09-2024,24-10-2024,0.1
PC38C4NO,Buy One Get One,18-08-2023,22-09-2023,0.6
W4ZHZACX,Friend referral bonus,25-10-2020,11-12-2020,0.3
QP8P1HTD,Seasonal special,06-04-2023,11-04-2023,0.7
VQZED101,Friend referral bonus,31-08-2021,02-10-2021,0.3
AJSI4FFP,Limited-time deal,17-02-2023,13-04-2023,0.1
D9XFCP1F,Clearance blowout,03-06-2023,30-06-2023,0.4
BH6CWD1U,Limited-time deal,22-08-2021,26-09-2021,0.3
EOU4AHML,First-order discount,02-09-2024,21-10-2024,0.4
9L00G8B9,Friend referral bonus,09-07-2021,23-07-2021,0.2
K9BGEYLO,Seasonal special,30-11-2023,25-12-2023,0.7
BPZMOSYF,Weekend promotion,02-09-2021,11-10-2021,0.6
5KRSCBFX,Members-only offer,09-03-2021,02-04-2021,0.2
1HBN4PPP,Free shipping offer,09-02-2022,31-03-2022,0.6
M7GUQZHP,First-order discount,02-01-2022,15-02-2022,0.1
O19G9QRG,Members-only offer,29-01-2023,07-02-2023,0.2
JJDENWFL,Buy One Get One,25-12-2020,17-01-2021,0.4
4YBF6HV0,Free shipping offer,20-09-2020,24-10-2020,0.5
HUP0B7OW,Weekend promotion,05-07-2021,07-07-2021,0.2
HLVQRFHG,Flash sale items,03-12-2021,17-01-2022,0.7
SYBDD9I9,Weekend promotion,02-09-2021,06-09-2021,0.1
Q2Z9Q95W,Buy One Get One,06-05-2022,22-06-2022,0.7
90IIFVT5,Members-only offer,03-09-2024,26-09-2024,0.5
B468W0R4,Friend referral bonus,17-07-2023,30-08-2023,0.3
7FUO6B6Y,Free shipping offer,14-05-2024,30-05-2024,0.5
TJKBPOHG,Limited-time deal,03-07-2022,14-07-2022,0.6
UR9SYL7E,Free shipping offer,15-06-2024,29-07-2024,0.1
YEECVHQ2,Flash sale items,20-10-2020,03-11-2020,0.5
8LPJ5ZTQ,Flash sale items,01-10-2021,30-11-2021,0.2
2ZM0WGFL,Weekend promotion,15-11-2020,19-11-2020,0.3
M4ZWVZRG,Weekend promotion,13-11-2023,18-12-2023,0.5
1SVNHHE0,Limited-time deal,26-12-2020,02-02-2021,0.8
0B76SKCR,Buy One Get One,19-09-2021,03-10-2021,0.6
YOEWRVTR,Limited-time deal,07-11-2023,08-11-2023,0.5
5LVPWSF3,Seasonal special,10-09-2024,08-10-2024,0.3
Y58CX59F,Free shipping offer,19-02-2021,15-03-2021,0.6
ZOARVEA0,First-order discount,19-12-2022,04-02-2023,0.1
1JFCADHN,Limited-time deal,16-07-2021,28-07-2021,0.5
82VSWVWH,Flash sale items,11-01-2025,20-01-2025,0.8
O79GFZTD,First-order discount,27-11-2022,29-12-2022,0.8
V1S6U6MT,Seasonal special,25-02-2023,19-03-2023,0.3
MFBEVJ0U,Free shipping offer,28-05-2022,25-06-2022,0.3
5YIEN5VW,Buy One Get One,01-07-2024,26-08-2024,0.8
F12P8E4K,Members-only offer,13-11-2023,18-12-2023,0.6
KQ1EL7VL,First-order discount,10-07-2022,06-08-2022,0.6
8FL5PFNF,Free shipping offer,28-10-2024,10-11-2024,0.8
2ONKHQB8,Clearance blowout,26-01-2021,31-01-2021,0.2
MY96DWA0,Weekend promotion,28-03-2025,18-05-2025,0.6
3D1GROT0,Flash sale items,14-02-2023,27-03-2023,0.4
7KPOOPVT,Limited-time deal,20-12-2024,18-01-2025,0.2
CFN5O5BK,Friend referral bonus,27-05-2024,11-07-2024,0.2
N1ONYPO6,Limited-time deal,24-09-2021,12-10-2021,0.6
Z5TZF7PD,Clearance blowout,30-08-2020,16-09-2020,0.4
6B9VJFP7,Seasonal special,28-06-2021,15-08-2021,0.2
6I37DYFM,Seasonal special,06-05-2021,14-05-2021,0.1
K166MUJB,Free shipping offer,07-04-2020,11-04-2020,0.2
78BPB3ZQ,Free shipping offer,25-07-2024,14-08-2024,0.6
NH1XQES4,First-order discount,05-03-2025,06-03-2025,0.6
J0LZK3B3,Limited-time deal,12-02-2024,20-02-2024,0.2
979LCE9J,Members-only offer,02-05-2023,28-05-2023,0.4
BGAMH038,Flash sale items,28-08-2024,14-09-2024,0.6
EDQCUAGU,First-order discount,27-01-2023,03-03-2023,0.5
BBBHKCG1,Members-only offer,20-03-2022,01-05-2022,0.4
XSDBS70S,Weekend promotion,26-09-2021,25-11-2021,0.5
IX2XI8BB,Seasonal special,16-06-2021,09-07-2021,0.7
GJH86IDP,Free shipping offer,09-10-2024,16-10-2024,0.2
X6GMXDO0,Clearance blowout,05-03-2023,22-04-2023,0.1
HYHDVVLL,First-order discount,25-02-2023,06-04-2023,0.4
DEKVSMOQ,Seasonal special,28-10-2020,07-11-2020,0.5
IU8WP17R,Buy One Get One,17-12-2022,30-12-2022,0.6
VII7L6N3,Limited-time deal,27-04-2022,17-06-2022,0.3
8II8MNQ1,Flash sale items,25-12-2020,09-02-2021,0.6
WHCKIISE,Seasonal special,16-12-2024,27-12-2024,0.3
0BDSI3VR,First-order discount,24-06-2022,18-07-2022,0.3
GGU77HPZ,Weekend promotion,07-03-2024,12-03-2024,0.4
WHYDWHYE,Flash sale items,15-05-2024,07-06-2024,0.7
BXYAL26G,Weekend promotion,29-06-2023,17-08-2023,0.4
U41PDPYP,Members-only offer,30-03-2024,11-04-2024,0.2
6CIXKC5E,Friend referral bonus,07-03-2022,11-04-2022,0.6
Y1S6ZHF5,Friend referral bonus,05-08-2023,22-09-2023,0.3
5871563N,Flash sale items,07-01-2024,04-02-2024,0.5
XKSWK2RO,Friend referral bonus,04-06-2023,21-07-2023,0.3
VONEWC4G,Members-only offer,19-05-2020,13-06-2020,0.6
FIEB113X,Flash sale items,12-03-2025,19-04-2025,0.4
PWG3OHUS,Clearance blowout,03-05-2024,11-06-2024,0.3
U6GIX83K,Members-only offer,24-05-2020,07-07-2020,0.8
7OWT693X,Limited-time deal,19-02-2024,08-03-2024,0.4
29DR01O2,Buy One Get One,08-01-2025,04-03-2025,0.7
RZ5V4LPA,Weekend promotion,12-08-2024,16-09-2024,0.6
RG9VWNKS,Limited-time deal,13-02-2022,15-03-2022,0.5
ZXQIF01R,Flash sale items,12-05-2020,04-07-2020,0.6
0W6YXD6H,Flash sale items,05-10-2022,24-11-2022,0.5
62ZGT2IC,Flash sale items,20-05-2020,15-07-2020,0.2
DKZO9S92,Members-only offer,05-09-2024,01-11-2024,0.5
46SYWV4Y,Weekend promotion,12-09-2022,30-10-2022,0.3
12APG241,Flash sale items,07-08-2022,27-09-2022,0.7
FH3FPFPJ,Seasonal special,18-03-2024,26-04-2024,0.2
VV7HXOPU,Friend referral bonus,01-05-2024,04-05-2024,0.1
A032EHOF,Clearance blowout,18-11-2024,12-12-2024,0.1
C0NE3Z21,First-order discount,14-02-2022,26-03-2022,0.6
NLYYN142,Friend referral bonus,08-12-2020,14-01-2021,0.2
PVJKDPNG,First-order discount,19-01-2021,26-01-2021,0.4
KKU4XT3N,First-order discount,28-11-2021,25-01-2022,0.6
VZ56LAQC,Friend referral bonus,29-06-2022,07-07-2022,0.7
92RZND7H,Weekend promotion,15-12-2022,27-12-2022,0.7
PVGMQ5Z3,Weekend promotion,06-05-2022,30-06-2022,0.4
7TOXRQTR,Clearance blowout,30-01-2022,04-03-2022,0.6
1LEVQ1QY,Flash sale items,25-05-2021,29-05-2021,0.4
G2OF9NO6,Flash sale items,21-05-2024,24-05-2024,0.5
JLKWLI06,Free shipping offer,28-09-2024,02-11-2024,0.4
LT15MCF3,Free shipping offer,15-07-2021,17-07-2021,0.8
OGOIBAFG,Weekend promotion,04-10-2021,05-10-2021,0.5
L53OSRSA,Limited-time deal,13-09-2024,03-11-2024,0.2
3X8CSRPP,Free shipping offer,04-10-2022,11-11-2022,0.5
KNP8U5XT,Friend referral bonus,10-05-2023,05-07-2023,0.4
YU1Y9O8I,Weekend promotion,26-01-2023,24-03-2023,0.7
71O651MV,Friend referral bonus,06-02-2023,11-03-2023,0.6
D99S1ZXS,Free shipping offer,18-05-2023,20-05-2023,0.5
YVMRLIP3,Weekend promotion,21-09-2022,23-10-2022,0.7
8AB895R7,Clearance blowout,28-01-2025,22-02-2025,0.7
7SPOOMIQ,Friend referral bonus,08-04-2021,19-04-2021,0.4
TU4JMJKT,Free shipping offer,21-02-2023,10-03-2023,0.4
4RCPBKQN,Weekend promotion,24-01-2021,13-02-2021,0.2
Y9A4V3RI,Limited-time deal,01-09-2022,27-10-2022,0.8
HHKKUA4Z,Seasonal special,11-11-2023,08-12-2023,0.8
KI2CMBXW,Flash sale items,09-07-2021,22-08-2021,0.5
G8E8D7AC,Limited-time deal,02-12-2020,10-12-2020,0.5
NYSEGRZ9,Limited-time deal,19-10-2022,19-11-2022,0.8
5PBGGFJM,Limited-time deal,21-04-2021,22-04-2021,0.3
9Q24V21N,Flash sale items,27-07-2020,18-09-2020,0.5
CQOHONKX,Members-only offer,15-08-2021,26-08-2021,0.7
0P8MCJ9V,Free shipping offer,05-02-2024,15-02-2024,0.4
1SMTYGVP,Members-only offer,30-07-2021,15-08-2021,0.5
U90D2LIS,Friend referral bonus,12-11-2024,11-01-2025,0.7
SLVQBQNH,Free shipping offer,03-11-2023,01-12-2023,0.5
G1YDOZCY,First-order discount,03-06-2022,19-07-2022,0.6
7YV7SCEZ,Friend referral bonus,31-01-2024,19-02-2024,0.2
RRVHLMLS,Limited-time deal,09-04-2020,21-05-2020,0.7
T9SVC1B2,Friend referral bonus,22-09-2020,15-10-2020,0.6
7FMWXAU4,First-order discount,19-07-2020,16-09-2020,0.1
5T75F7V6,Clearance blowout,24-12-2024,13-02-2025,0.7
HHCNTRBK,Buy One Get One,11-04-2020,25-04-2020,0.4
BQCG610W,Buy One Get One,21-01-2025,26-01-2025,0.3
HODE60OR,Limited-time deal,27-12-2022,27-01-2023,0.2
C8ERUL69,First-order discount,29-05-2023,14-06-2023,0.7
OIGN1PH8,Limited-time deal,27-03-2025,14-05-2025,0.5
7MC1XX5F,Flash sale items,18-09-2022,18-10-2022,0.6
C58YCQVW,First-order discount,18-03-2021,27-04-2021,0.6
E52O1OU5,Members-only offer,07-08-2020,17-08-2020,0.3
5MKWP2QS,First-order discount,01-05-2021,20-05-2021,0.3
BZP5C117,Members-only offer,29-12-2021,10-01-2022,0.2
XGAT6AG0,Limited-time deal,26-05-2023,01-07-2023,0.7
5NS4ODIX,Clearance blowout,10-04-2024,29-05-2024,0.4
FV2UCKQZ,First-order discount,16-06-2022,18-07-2022,0.4
LHFSMGNA,Limited-time deal,02-12-2020,21-12-2020,0.3
7X3U38YO,Buy One Get One,17-12-2021,22-01-2022,0.2
FHY6K6B3,Seasonal special,21-09-2023,01-10-2023,0.8
WMPMZGI5,Free shipping offer,20-12-2023,30-01-2024,0.2
MDG5XO97,Clearance blowout,06-07-2020,24-07-2020,0.2
CVX7A1LZ,Flash sale items,24-01-2024,02-03-2024,0.6
DNLQX36W,Members-only offer,11-05-2024,23-05-2024,0.5
UNPU0OR3,Limited-time deal,17-07-2024,30-08-2024,0.2
C7BS220N,First-order discount,01-09-2024,10-10-2024,0.7
9SB0X5Q5,Free shipping offer,17-07-2023,16-08-2023,0.3
IVN2AEL2,Buy One Get One,12-10-2022,17-10-2022,0.7
NI3MXE8F,Friend referral bonus,21-06-2020,01-07-2020,0.4
M00N32U9,Seasonal special,15-09-2022,26-09-2022,0.4
IIXD3NWI,Free shipping offer,05-01-2025,21-02-2025,0.5
HEYLKJOJ,Seasonal special,17-07-2023,27-08-2023,0.7
1CSSO1BV,Weekend promotion,02-12-2021,10-12-2021,0.3
RPJ06HW3,Members-only offer,12-01-2024,18-02-2024,0.1
BNJV461V,Buy One Get One,26-06-2020,13-07-2020,0.1
KD1VI5R7,Limited-time deal,02-07-2020,12-07-2020,0.5
XT1EE3MW,First-order discount,04-07-2021,01-08-2021,0.4
WPTZIO0J,Buy One Get One,29-10-2022,19-12-2022,0.7
U015COSI,First-order discount,11-01-2021,03-02-2021,0.4
NI1MZRMA,Buy One Get One,30-11-2020,12-01-2021,0.7
M6YIUOE0,Weekend promotion,11-08-2024,29-08-2024,0.8
MW6WRNHF,Clearance blowout,10-01-2022,18-02-2022,0.7
UJJXXGID,Clearance blowout,12-04-2023,13-05-2023,0.7
XSOY1XRT,Free shipping offer,28-01-2023,16-03-2023,0.1
H0ZVV1PU,Members-only offer,05-05-2020,16-06-2020,0.5
YSDXKYBX,Friend referral bonus,25-03-2021,02-04-2021,0.2
SJ3PQZ84,Weekend promotion,26-01-2022,07-02-2022,0.6
SPNCU827,Flash sale items,15-07-2022,06-08-2022,0.2
MLERABN4,Limited-time deal,26-02-2023,15-03-2023,0.5
5IA497WX,Limited-time deal,28-09-2020,19-11-2020,0.4
XRR00HI6,Weekend promotion,08-06-2023,26-06-2023,0.4
XTMEZMWT,Weekend promotion,13-04-2020,11-05-2020,0.3
I5GILQ37,Free shipping offer,21-05-2022,08-06-2022,0.3
W1MD4FCO,Free shipping offer,01-02-2023,25-03-2023,0.2
V9J88DP2,Free shipping offer,16-03-2024,26-04-2024,0.8
3OPP27W6,Limited-time deal,19-07-2021,31-07-2021,0.3
GP1SJKGG,Flash sale items,26-06-2022,11-08-2022,0.2
9SIQFYBO,Members-only offer,21-02-2023,20-03-2023,0.8
JLXZC9NE,Seasonal special,31-08-2021,21-09-2021,0.7
JCUDWSAB,Free shipping offer,01-08-2020,03-09-2020,0.1
BIEP79EC,Friend referral bonus,05-05-2022,17-06-2022,0.2
73DA0DOF,Members-only offer,25-03-2025,10-04-2025,0.7
7ETE6RNF,Flash sale items,28-10-2021,20-11-2021,0.2
3EZ8NU8M,Buy One Get One,18-07-2021,27-07-2021,0.3
HQ8R2SOO,Flash sale items,29-04-2023,09-05-2023,0.2
MPNA96FQ,Free shipping offer,21-06-2024,09-08-2024,0.8
OWL9H9JO,Free shipping offer,31-08-2023,05-10-2023,0.6
9GM7YIHI,Limited-time deal,04-10-2021,23-10-2021,0.8
Z2CRUGA1,Limited-time deal,09-08-2021,27-09-2021,0.8
7IVSAAP3,Buy One Get One,03-08-2021,11-08-2021,0.6
06CY7D0N,Limited-time deal,29-01-2024,04-03-2024,0.7
AJK61EL9,Friend referral bonus,28-10-2022,08-11-2022,0.2
DI6KBG2X,Buy One Get One,31-07-2023,21-09-2023,0.5
8FY2QSZ3,Limited-time deal,03-05-2021,15-06-2021,0.6
S3U9A2C3,First-order discount,22-11-2024,10-12-2024,0.2
89O5O5XS,Members-only offer,25-09-2022,11-11-2022,0.4
Z1RT71YH,Weekend promotion,05-07-2024,23-08-2024,0.7
EQFE2S42,Buy One Get One,12-05-2023,16-06-2023,0.5
58HQCP7O,Buy One Get One,22-10-2022,05-11-2022,0.7
YRMPZ9Y0,First-order discount,20-11-2024,10-01-2025,0.6
WUCLZ9VE,Weekend promotion,27-07-2020,18-08-2020,0.2
Q5UPTIV7,Weekend promotion,28-08-2020,05-10-2020,0.3
KQDNWAK0,Limited-time deal,11-08-2024,23-09-2024,0.3
DV1UM4X2,Weekend promotion,14-06-2024,20-06-2024,0.6
WV3B0A8S,Free shipping offer,06-06-2023,29-06-2023,0.8
805NMECD,Buy One Get One,08-02-2022,12-02-2022,0.8
KROICWI4,Free shipping offer,06-11-2020,24-12-2020,0.5
ZS683QL2,Clearance blowout,11-03-2024,20-04-2024,0.4
PKYUIUD3,Free shipping offer,09-05-2020,10-06-2020,0.6
SFTU4HVF,Friend referral bonus,13-05-2021,10-07-2021,0.4
P6FVO2GB,Buy One Get One,29-09-2024,23-10-2024,0.4
OU8UC8ZL,Weekend promotion,07-12-2023,10-01-2024,0.7
K0X2MEZP,First-order discount,15-08-2023,25-09-2023,0.8
5PZAXM1X,Friend referral bonus,15-12-2024,02-01-2025,0.2
QMHCX206,Free shipping offer,13-09-2021,22-09-2021,0.3
A63KZ9EY,Weekend promotion,04-06-2022,03-07-2022,0.7
UXSO4SOJ,Buy One Get One,15-01-2022,14-02-2022,0.5
606W7WDS,Free shipping offer,25-08-2022,07-09-2022,0.6
U4FXT219,Free shipping offer,26-09-2020,03-11-2020,0.3
ESD3NE29,Clearance blowout,24-11-2020,30-11-2020,0.1
5SRC1TP5,Friend referral bonus,30-07-2022,20-08-2022,0.2
7LEORK1O,Friend referral bonus,07-02-2025,08-03-2025,0.7
8B2SIP3Q,Friend referral bonus,10-03-2021,11-03-2021,0.1
XN81HRZW,Flash sale items,11-08-2023,23-08-2023,0.1
E7359ECL,Buy One Get One,12-02-2024,13-02-2024,0.7
ULW5O36X,Free shipping offer,07-12-2024,23-12-2024,0.4
JZSYYAHG,Flash sale items,16-07-2024,14-09-2024,0.2
RFKWID8E,Clearance blowout,27-02-2021,16-03-2021,0.7
ACMQRN0B,First-order discount,14-02-2024,25-03-2024,0.8
5H9IFEEX,Limited-time deal,10-04-2023,16-05-2023,0.3
8VXJUHYB,First-order discount,17-12-2020,06-02-2021,0.4
DML1Z3ZF,First-order discount,04-04-2021,19-05-2021,0.3
97V0GOR5,Seasonal special,09-07-2022,07-09-2022,0.2
TGH2NQH2,Weekend promotion,07-05-2022,03-07-2022,0.2
8PW34QKU,Weekend promotion,20-04-2023,29-04-2023,0.6
11E4PCIL,Limited-time deal,11-05-2021,10-06-2021,0.5
4XNTY38K,Limited-time deal,29-03-2023,27-05-2023,0.6
8O55EU0O,Buy One Get One,21-07-2022,03-08-2022,0.6
8FLORNEX,Weekend promotion,15-04-2023,01-06-2023,0.3
F355FBIU,Seasonal special,26-01-2021,09-02-2021,0.5
ZGNDH3YY,Buy One Get One,09-09-2021,29-10-2021,0.5
N21OYTWP,Buy One Get One,27-11-2022,08-01-2023,0.5
WCZFCUJI,Flash sale items,21-02-2024,23-02-2024,0.5
IQW233VT,Seasonal special,19-03-2024,28-03-2024,0.3
7SLYUBA2,First-order discount,24-03-2022,14-05-2022,0.2
IFS3NDJJ,Free shipping offer,09-03-2021,22-03-2021,0.2
0NU6IRES,Weekend promotion,02-05-2021,07-06-2021,0.5
NF2W35PH,Clearance blowout,30-08-2020,01-10-2020,0.6
EOEE1T9J,Weekend promotion,12-08-2020,22-08-2020,0.7
0J1R3MBP,Weekend promotion,15-07-2024,24-08-2024,0.3
4FHRF5N9,Weekend promotion,22-12-2022,30-01-2023,0.3
IBGKW8WO,Free shipping offer,08-11-2024,20-12-2024,0.6
0U5DJY5N,Buy One Get One,18-03-2025,20-04-2025,0.3
0QS1YRIX,Flash sale items,15-01-2025,25-02-2025,0.7
ZO4P7W8R,Free shipping offer,22-02-2021,12-04-2021,0.7
G4C0QBM1,Limited-time deal,27-09-2022,05-11-2022,0.7
ZYPYUIBF,Clearance blowout,11-07-2022,06-09-2022,0.7
GYCYC25Y,Weekend promotion,10-08-2023,30-09-2023,0.3
O9I8N5ZP,Friend referral bonus,11-11-2023,17-11-2023,0.7
KIMAATOY,Flash sale items,09-03-2023,07-04-2023,0.2
771YAMI8,Seasonal special,31-05-2021,30-07-2021,0.5
3Q4O2H32,Limited-time deal,07-08-2020,17-09-2020,0.7
PHKLMZ68,Buy One Get One,28-11-2024,26-01-2025,0.5
8OG5YA2W,Friend referral bonus,04-08-2024,24-09-2024,0.5
K8ZHR25X,Friend referral bonus,09-09-2022,04-11-2022,0.7
ZJW3W1R8,Friend referral bonus,18-10-2021,12-11-2021,0.2
F486HY2T,Flash sale items,04-07-2022,05-07-2022,0.5
NMRP5YMT,First-order discount,18-12-2021,10-02-2022,0.1
HTI4PJ3A,First-order discount,25-05-2022,01-06-2022,0.8
943LE16C,Weekend promotion,25-12-2023,07-02-2024,0.7
VUL7NQSD,Buy One Get One,03-05-2021,09-06-2021,0.3
ODPXK6PY,Weekend promotion,24-08-2023,12-09-2023,0.3
5DQH6H5U,Flash sale items,11-02-2024,06-03-2024,0.3
1OTGGXYD,Friend referral bonus,20-02-2023,14-04-2023,0.5
81FIX2QS,Flash sale items,18-06-2021,22-06-2021,0.5
NRN8TB08,Weekend promotion,18-05-2022,27-05-2022,0.7
2R4YH5CI,Flash sale items,06-04-2021,10-04-2021,0.6
9TF7O34P,Buy One Get One,15-04-2024,18-04-2024,0.6
H9OAW7WI,Limited-time deal,20-03-2021,07-04-2021,0.2
H92G8OZT,Friend referral bonus,03-10-2021,18-10-2021,0.7
8EX7M1QX,Flash sale items,05-11-2023,11-11-2023,0.3
H67C921K,Limited-time deal,25-10-2021,16-12-2021,0.7
16RBF0Q0,Flash sale items,19-05-2023,06-07-2023,0.2
YLO97JZY,Seasonal special,17-03-2021,20-04-2021,0.5
AD18VR5B,Weekend promotion,31-10-2020,01-12-2020,0.5
JUMIPGUF,Weekend promotion,24-10-2022,18-12-2022,0.5
9I5LZJRW,Flash sale items,04-12-2023,30-12-2023,0.5
LWGIFE96,First-order discount,01-12-2024,14-01-2025,0.3
QSUO80TN,Flash sale items,14-02-2025,25-02-2025,0.7
LIAVHPFI,Friend referral bonus,24-08-2020,25-09-2020,0.2
PBFZY7N9,Members-only offer,26-10-2024,28-10-2024,0.3
LRPBWUFR,Flash sale items,17-07-2024,09-09-2024,0.4
RBFGYA12,Seasonal special,18-10-2023,13-11-2023,0.4
LDYJS32I,Friend referral bonus,17-01-2023,23-02-2023,0.6
L85W7TMS,Weekend promotion,27-02-2025,22-03-2025,0.1
V7RIO2TY,Buy One Get One,16-04-2024,10-06-2024,0.8
C74HZZRN,Clearance blowout,07-11-2023,11-12-2023,0.2
8I3ZI38F,Friend referral bonus,09-08-2020,03-09-2020,0.3
9LCLQ8ZJ,Members-only offer,24-04-2023,14-05-2023,0.7
WZQLUZXK,First-order discount,23-02-2023,21-03-2023,0.1
T4TZI8FS,Free shipping offer,16-04-2024,26-05-2024,0.2
SFJ0O8GU,Limited-time deal,11-05-2021,24-05-2021,0.7
T09P95NL,First-order discount,18-01-2024,01-03-2024,0.6
9AS32QMT,First-order discount,28-09-2024,03-11-2024,0.3
XMS6L84J,Buy One Get One,11-02-2024,18-03-2024,0.4
AT4B6HKA,Buy One Get One,04-07-2021,23-08-2021,0.8
P5DCQ8TG,Weekend promotion,16-11-2020,27-12-2020,0.3
LVZF82TX,Flash sale items,04-11-2020,15-12-2020,0.7
0UCYMLZ4,Friend referral bonus,15-06-2024,24-07-2024,0.3
STDUXEJT,Members-only offer,16-08-2023,18-08-2023,0.5
17L8PNW7,Members-only offer,11-06-2023,15-06-2023,0.6
GYENX3TH,First-order discount,23-12-2022,16-01-2023,0.1
AMO3NEFB,Free shipping offer,28-03-2022,04-05-2022,0.7
0NZ8FPYR,Members-only offer,05-12-2020,13-12-2020,0.2
VRPSOPB4,First-order discount,30-07-2023,26-09-2023,0.8
L49ZWOMC,Limited-time deal,18-07-2023,29-07-2023,0.8
XB69RLGK,Members-only offer,24-09-2022,06-10-2022,0.4
UW7Z7B1V,Clearance blowout,06-11-2022,13-11-2022,0.6
AYPP9K4R,Friend referral bonus,13-05-2021,25-05-2021,0.1
VOSC0QCZ,Flash sale items,31-05-2023,05-06-2023,0.1
J06I9693,First-order discount,01-07-2024,18-08-2024,0.8
JCEZLK2X,Flash sale items,03-07-2024,03-08-2024,0.4
SWUGII8I,Weekend promotion,12-07-2022,26-07-2022,0.3
HO89GXAK,Flash sale items,06-10-2023,28-11-2023,0.6
BN21Z03O,Flash sale items,20-07-2022,10-08-2022,0.8
Y4WKW7UY,Clearance blowout,13-01-2022,13-03-2022,0.4
Q7M1R12J,Buy One Get One,08-02-2024,05-04-2024,0.6
YJTUW487,Seasonal special,12-10-2023,14-10-2023,0.5
T8CEFGH4,Seasonal special,05-05-2023,20-06-2023,0.4
VUXJDNDI,First-order discount,24-10-2020,17-12-2020,0.3
YMJN508O,Limited-time deal,20-08-2022,24-08-2022,0.7
5O3JW0JI,Members-only offer,04-07-2022,26-07-2022,0.3
TKDUMAL8,Weekend promotion,10-11-2023,27-11-2023,0.6
Z65KQSTT,Friend referral bonus,09-01-2021,14-01-2021,0.3
2M5OKRS1,Clearance blowout,02-12-2021,17-12-2021,0.4
GUZ1BRK9,Buy One Get One,02-03-2022,05-04-2022,0.8
6WDJSA80,Flash sale items,02-08-2024,12-09-2024,0.8
MQCRF3KA,Free shipping offer,05-11-2023,15-11-2023,0.8
LCOQXO0D,Members-only offer,25-06-2022,10-08-2022,0.3
IILT4MSJ,Seasonal special,04-06-2023,10-06-2023,0.4
XF3EMRKC,Flash sale items,12-06-2021,01-08-2021,0.7
6OXFHSPU,Clearance blowout,21-07-2020,01-08-2020,0.8
YQJRZ31Z,Flash sale items,16-06-2020,13-07-2020,0.7
S56D0UXD,Members-only offer,17-11-2020,18-11-2020,0.7
YR1D37LM,Limited-time deal,19-12-2020,09-02-2021,0.7
RLINT699,Friend referral bonus,26-03-2021,07-04-2021,0.6
HIV99BQX,Friend referral bonus,09-10-2024,06-12-2024,0.6
4PZZUX0H,Members-only offer,17-03-2023,03-05-2023,0.2
H4R5M5I0,Weekend promotion,08-07-2022,12-07-2022,0.3
K1PJ2X1R,Limited-time deal,11-10-2022,21-11-2022,0.6
A8KQW59R,Seasonal special,21-11-2023,28-12-2023,0.5
QY9CCTJX,Friend referral bonus,16-12-2023,17-01-2024,0.8
CTV5Z9CF,Buy One Get One,05-04-2021,23-05-2021,0.4
QID1YRGA,Clearance blowout,19-07-2022,30-08-2022,0.6
PMDGCAYY,Friend referral bonus,13-10-2021,18-11-2021,0.2
W4AUW8D0,First-order discount,26-01-2022,18-03-2022,0.1
2Q3V12TD,Weekend promotion,26-05-2021,02-07-2021,0.4
1OU6FNVT,Flash sale items,30-07-2023,08-09-2023,0.3
LDBJEJYX,Friend referral bonus,20-09-2023,04-10-2023,0.5
8JNSPZQB,Members-only offer,24-07-2021,22-09-2021,0.2
4J4AKI7E,Buy One Get One,13-10-2021,30-10-2021,0.3
KJTWFUO6,Buy One Get One,25-04-2024,26-04-2024,0.2
GJCS7X5T,Weekend promotion,19-06-2023,07-07-2023,0.5
5I3U1Q3Q,Limited-time deal,14-08-2024,06-09-2024,0.5
KDTXI898,Clearance blowout,09-10-2024,29-10-2024,0.4
9RR6XQ64,Free shipping offer,15-05-2024,04-07-2024,0.3
XHTU99LI,Flash sale items,25-12-2022,27-01-2023,0.7
EOH2O5C3,Buy One Get One,12-05-2020,28-06-2020,0.3
8KSESKQY,Weekend promotion,17-10-2020,04-12-2020,0.3
QJ5BRWWW,Seasonal special,10-09-2021,14-09-2021,0.7
THJ36U3B,Weekend promotion,18-06-2022,10-07-2022,0.7
